3816 pTM: 0.774
4272 pTM: 0.155
0220 pTM: 0.308
0278 pTM: 0.424
0349 pTM: 0.170
0367 pTM: 0.566
0541 pTM: 0.701
1300 pTM: 0.586
1388 pTM: 0.367
1399 pTM: 0.292
1790 pTM: 0.511
2160 pTM: 0.827
2304 pTM: 0.160
3441 pTM: 0.290
4517 pTM: 0.769
1002 pTM: 0.579
1277 pTM: 0.192
1406 pTM: 0.510
1415 pTM: 0.505
1425 pTM: 0.477
1511 pTM: 0.318
1678 pTM: 0.172
2258 pTM: 0.821
2500 pTM: 0.802
3084 pTM: 0.635
3282 pTM: 0.096
3408 pTM: 0.562
4333 pTM: 0.279
0048 pTM: 0.613
0350 pTM: 0.765
1256 pTM: 0.627
1325 pTM: 0.694
1874 pTM: 0.306
0125 pTM: 0.347
0353 pTM: 0.785
0663 pTM: 0.762
0897 pTM: 0.756
1499 pTM: 0.135
3149 pTM: 0.554
3890 pTM: 0.495
4001 pTM: 0.699
1021 pTM: 0.374
1391 pTM: 0.610
1709 pTM: 0.522
1712 pTM: 0.531
0485 pTM: 0.348
0942 pTM: 0.638
2725 pTM: 0.137
2776 pTM: 0.506
3380 pTM: 0.605
3835 pTM: 0.638
0448 pTM: 0.748
1591 pTM: 0.451
1900 pTM: 0.770
2960 pTM: 0.511
3034 pTM: 0.732
3035 pTM: 0.750
3266 pTM: 0.358
3613 pTM: 0.553
3859 pTM: 0.757
1112 pTM: 0.587
1225 pTM: 0.555
1365 pTM: 0.730
1660 pTM: 0.501
1823 pTM: 0.665
2144 pTM: 0.278
2244 pTM: 0.555
3253 pTM: 0.639
3267 pTM: 0.182
4093 pTM: 0.485
4299 pTM: 0.155
0028 pTM: 0.623
0211 pTM: 0.283
0980 pTM: 0.834
1489 pTM: 0.541
1664 pTM: 0.775
1963 pTM: 0.562
2201 pTM: 0.619
2403 pTM: 0.516
2406 pTM: 0.516
3445 pTM: 0.277
1289 pTM: 0.378
1453 pTM: 0.358
1687 pTM: 0.631
1912 pTM: 0.630
2751 pTM: 0.288
3476 pTM: 0.850
4209 pTM: 0.593
4278 pTM: 0.420
0008 pTM: 0.643
1302 pTM: 0.549
1940 pTM: 0.552
2076 pTM: 0.453
2791 pTM: 0.397
3131 pTM: 0.202
4240 pTM: 0.416
0652 pTM: 0.500
0786 pTM: 0.576
1411 pTM: 0.406
1443 pTM: 0.522
2209 pTM: 0.558
2891 pTM: 0.768
3122 pTM: 0.538
0819 pTM: 0.773
0992 pTM: 0.853
1177 pTM: 0.195
1377 pTM: 0.279
1381 pTM: 0.324
1398 pTM: 0.578
1449 pTM: 0.244
2287 pTM: 0.519
2811 pTM: 0.188
2987 pTM: 0.181
0655 pTM: 0.763
1075 pTM: 0.685
1323 pTM: 0.238
1627 pTM: 0.478
1688 pTM: 0.836
2131 pTM: 0.458
2167 pTM: 0.384
2623 pTM: 0.266
2815 pTM: 0.480
2833 pTM: 0.494
3007 pTM: 0.751
3547 pTM: 0.307
3604 pTM: 0.591
4275 pTM: 0.783
0074 pTM: 0.394
0129 pTM: 0.604
0154 pTM: 0.631
0434 pTM: 0.511
1414 pTM: 0.470
1784 pTM: 0.147
2674 pTM: 0.733
2789 pTM: 0.470
2936 pTM: 0.742
3478 pTM: 0.741
4239 pTM: 0.556
0054 pTM: 0.806
0137 pTM: 0.346
0277 pTM: 0.236
0369 pTM: 0.758
0778 pTM: 0.768
0913 pTM: 0.826
1200 pTM: 0.766
1862 pTM: 0.763
1987 pTM: 0.795
2284 pTM: 0.470
2580 pTM: 0.118
2663 pTM: 0.190
3276 pTM: 0.649
3892 pTM: 0.339
4466 pTM: 0.566
0578 pTM: 0.216
0796 pTM: 0.646
1401 pTM: 0.391
2020 pTM: 0.581
2414 pTM: 0.275
2794 pTM: 0.332
3329 pTM: 0.332
0801 pTM: 0.301
1158 pTM: 0.363
1701 pTM: 0.332
2382 pTM: 0.810
2759 pTM: 0.333
2890 pTM: 0.498
2914 pTM: 0.830
3328 pTM: 0.703
3946 pTM: 0.178
3947 pTM: 0.765
3989 pTM: 0.571
4105 pTM: 0.305
0115 pTM: 0.193
0477 pTM: 0.576
0952 pTM: 0.398
1378 pTM: 0.701
2363 pTM: 0.457
2468 pTM: 0.599
2470 pTM: 0.651
3376 pTM: 0.707
4477 pTM: 0.783
0053 pTM: 0.806
0924 pTM: 0.249
1404 pTM: 0.372
1417 pTM: 0.370
1473 pTM: 0.779
1639 pTM: 0.822
1704 pTM: 0.239
2155 pTM: 0.723
2217 pTM: 0.761
2429 pTM: 0.552
2788 pTM: 0.683
2942 pTM: 0.783
4231 pTM: 0.086
0694 pTM: 0.170
0714 pTM: 0.778
0943 pTM: 0.279
1651 pTM: 0.748
1783 pTM: 0.113
1793 pTM: 0.716
1893 pTM: 0.743
2184 pTM: 0.250
2383 pTM: 0.367
2587 pTM: 0.736
2808 pTM: 0.197
2907 pTM: 0.723
3259 pTM: 0.288
3420 pTM: 0.626
3442 pTM: 0.383
3623 pTM: 0.617
3822 pTM: 0.368
4449 pTM: 0.400
0065 pTM: 0.601
0627 pTM: 0.720
0760 pTM: 0.745
1101 pTM: 0.339
1465 pTM: 0.343
1779 pTM: 0.275
2551 pTM: 0.682
2805 pTM: 0.200
3011 pTM: 0.279
0132 pTM: 0.812
0219 pTM: 0.707
0222 pTM: 0.379
0226 pTM: 0.453
0870 pTM: 0.233
1440 pTM: 0.230
2152 pTM: 0.739
2719 pTM: 0.772
3939 pTM: 0.173
0014 pTM: 0.724
0300 pTM: 0.379
0754 pTM: 0.869
0777 pTM: 0.342
1128 pTM: 0.884
1263 pTM: 0.753
3019 pTM: 0.796
3020 pTM: 0.349
3166 pTM: 0.741
3385 pTM: 0.384
3934 pTM: 0.746
4142 pTM: 0.513
4270 pTM: 0.466
1441 pTM: 0.567
1588 pTM: 0.506
2417 pTM: 0.676
3295 pTM: 0.762
3421 pTM: 0.379
3876 pTM: 0.732
4218 pTM: 0.668
0751 pTM: 0.374
1506 pTM: 0.537
1529 pTM: 0.822
1681 pTM: 0.450
2349 pTM: 0.402
3551 pTM: 0.801
3767 pTM: 0.514
4011 pTM: 0.301
4237 pTM: 0.658
0156 pTM: 0.705
0635 pTM: 0.441
0789 pTM: 0.386
1505 pTM: 0.590
2469 pTM: 0.615
3015 pTM: 0.804
3754 pTM: 0.400
0486 pTM: 0.609
1001 pTM: 0.478
1152 pTM: 0.782
2374 pTM: 0.280
2743 pTM: 0.661
3369 pTM: 0.634
3640 pTM: 0.406
1024 pTM: 0.195
1989 pTM: 0.826
3402 pTM: 0.448
3833 pTM: 0.861
4296 pTM: 0.803
0026 pTM: 0.326
0217 pTM: 0.293
1180 pTM: 0.495
1215 pTM: 0.747
2114 pTM: 0.729
2181 pTM: 0.147
1010 pTM: 0.258
1063 pTM: 0.806
1826 pTM: 0.609
2463 pTM: 0.298
3152 pTM: 0.400
3691 pTM: 0.560
3763 pTM: 0.147
3793 pTM: 0.721
3938 pTM: 0.726
0010 pTM: 0.199
0015 pTM: 0.261
0229 pTM: 0.577
0271 pTM: 0.833
0626 pTM: 0.691
0673 pTM: 0.690
0893 pTM: 0.618
1017 pTM: 0.586
1864 pTM: 0.735
2482 pTM: 0.694
3351 pTM: 0.694
3440 pTM: 0.695
3609 pTM: 0.690
3694 pTM: 0.650
0098 pTM: 0.864
0204 pTM: 0.743
0586 pTM: 0.699
0854 pTM: 0.770
1221 pTM: 0.576
1640 pTM: 0.714
1836 pTM: 0.572
1992 pTM: 0.808
2616 pTM: 0.597
3877 pTM: 0.625
0055 pTM: 0.799
0059 pTM: 0.858
0548 pTM: 0.302
0895 pTM: 0.562
1580 pTM: 0.782
1982 pTM: 0.855
2467 pTM: 0.315
2689 pTM: 0.378
2988 pTM: 0.623
1412 pTM: 0.868
1589 pTM: 0.403
2754 pTM: 0.742
3616 pTM: 0.837
0127 pTM: 0.778
0855 pTM: 0.883
1350 pTM: 0.803
1600 pTM: 0.512
2427 pTM: 0.857
2654 pTM: 0.681
2792 pTM: 0.871
4475 pTM: 0.780
0060 pTM: 0.386
0612 pTM: 0.384
0752 pTM: 0.231
1181 pTM: 0.748
1512 pTM: 0.787
2037 pTM: 0.805
2486 pTM: 0.769
2617 pTM: 0.636
3072 pTM: 0.228
4060 pTM: 0.439
1332 pTM: 0.567
1663 pTM: 0.425
2632 pTM: 0.489
3388 pTM: 0.521
3400 pTM: 0.215
3693 pTM: 0.423
3728 pTM: 0.659
3871 pTM: 0.748
3969 pTM: 0.693
4343 pTM: 0.503
0164 pTM: 0.519
0330 pTM: 0.871
0360 pTM: 0.418
0653 pTM: 0.712
0659 pTM: 0.766
1367 pTM: 0.662
2818 pTM: 0.701
2928 pTM: 0.414
3065 pTM: 0.457
3744 pTM: 0.766
4314 pTM: 0.410
4401 pTM: 0.848
0426 pTM: 0.838
0500 pTM: 0.807
0911 pTM: 0.194
1342 pTM: 0.797
1799 pTM: 0.586
2082 pTM: 0.630
3521 pTM: 0.642
3557 pTM: 0.241
3926 pTM: 0.367
3992 pTM: 0.478
4160 pTM: 0.438
4455 pTM: 0.848
0431 pTM: 0.854
0540 pTM: 0.726
0661 pTM: 0.587
1423 pTM: 0.543
2104 pTM: 0.496
2177 pTM: 0.814
2322 pTM: 0.752
2801 pTM: 0.351
3766 pTM: 0.203
3951 pTM: 0.587
3965 pTM: 0.392
0430 pTM: 0.285
0657 pTM: 0.620
1928 pTM: 0.845
2810 pTM: 0.324
3836 pTM: 0.423
0073 pTM: 0.716
0983 pTM: 0.853
1376 pTM: 0.116
2267 pTM: 0.652
2319 pTM: 0.370
2550 pTM: 0.257
2766 pTM: 0.595
3049 pTM: 0.351
3245 pTM: 0.755
4531 pTM: 0.692
0290 pTM: 0.654
1447 pTM: 0.209
1519 pTM: 0.800
1667 pTM: 0.674
1827 pTM: 0.337
2151 pTM: 0.553
3742 pTM: 0.443
3875 pTM: 0.806
4138 pTM: 0.398
4533 pTM: 0.632
0170 pTM: 0.751
1288 pTM: 0.732
1420 pTM: 0.631
2146 pTM: 0.653
2402 pTM: 0.451
2503 pTM: 0.203
3379 pTM: 0.396
4135 pTM: 0.227
0489 pTM: 0.787
0685 pTM: 0.738
1436 pTM: 0.226
1515 pTM: 0.554
3416 pTM: 0.401
3573 pTM: 0.540
4334 pTM: 0.119
0981 pTM: 0.790
1172 pTM: 0.580
1265 pTM: 0.852
1392 pTM: 0.579
2038 pTM: 0.824
2127 pTM: 0.791
2627 pTM: 0.853
2946 pTM: 0.674
4164 pTM: 0.708
4479 pTM: 0.799
0307 pTM: 0.474
0785 pTM: 0.469
1070 pTM: 0.728
1514 pTM: 0.529
2361 pTM: 0.873
3198 pTM: 0.287
3396 pTM: 0.188
3596 pTM: 0.644
3622 pTM: 0.889
4269 pTM: 0.710
0235 pTM: 0.862
1927 pTM: 0.897
1946 pTM: 0.763
2123 pTM: 0.609
2768 pTM: 0.320
3138 pTM: 0.781
0539 pTM: 0.760
0856 pTM: 0.854
1005 pTM: 0.775
1682 pTM: 0.182
2178 pTM: 0.773
3652 pTM: 0.789
4128 pTM: 0.220
4395 pTM: 0.256
1003 pTM: 0.363
2207 pTM: 0.854
2282 pTM: 0.562
2440 pTM: 0.818
3059 pTM: 0.771
3607 pTM: 0.356
4271 pTM: 0.668
0682 pTM: 0.698
1118 pTM: 0.256
1594 pTM: 0.892
1859 pTM: 0.368
2320 pTM: 0.821
2511 pTM: 0.728
3177 pTM: 0.873
3843 pTM: 0.694
3897 pTM: 0.755
4444 pTM: 0.592
4496 pTM: 0.532
0206 pTM: 0.856
0289 pTM: 0.801
0823 pTM: 0.567
1174 pTM: 0.260
1623 pTM: 0.772
2252 pTM: 0.856
2445 pTM: 0.869
2600 pTM: 0.881
3119 pTM: 0.250
3588 pTM: 0.253
3904 pTM: 0.880
0581 pTM: 0.653
0838 pTM: 0.550
1351 pTM: 0.678
1352 pTM: 0.674
2787 pTM: 0.891
2835 pTM: 0.233
3031 pTM: 0.725
3186 pTM: 0.884
1131 pTM: 0.890
1239 pTM: 0.871
1257 pTM: 0.816
1285 pTM: 0.683
2678 pTM: 0.821
2913 pTM: 0.891
2996 pTM: 0.481
3343 pTM: 0.646
3761 pTM: 0.795
3815 pTM: 0.891
3886 pTM: 0.746
3999 pTM: 0.536
4427 pTM: 0.751
0982 pTM: 0.870
1156 pTM: 0.277
1898 pTM: 0.303
2420 pTM: 0.389
3662 pTM: 0.246
3916 pTM: 0.667
4108 pTM: 0.315
0365 pTM: 0.301
0401 pTM: 0.698
0547 pTM: 0.423
1722 pTM: 0.229
2225 pTM: 0.567
2837 pTM: 0.682
3564 pTM: 0.844
4467 pTM: 0.356
4483 pTM: 0.604
1047 pTM: 0.761
1301 pTM: 0.881
2064 pTM: 0.255
2083 pTM: 0.742
2290 pTM: 0.850
2723 pTM: 0.494
3204 pTM: 0.431
4012 pTM: 0.815
4320 pTM: 0.391
4504 pTM: 0.783
0075 pTM: 0.825
0642 pTM: 0.841
1538 pTM: 0.824
2185 pTM: 0.584
2636 pTM: 0.838
2729 pTM: 0.843
3171 pTM: 0.657
3297 pTM: 0.548
4510 pTM: 0.910
0378 pTM: 0.372
0647 pTM: 0.825
0892 pTM: 0.797
1374 pTM: 0.685
2122 pTM: 0.834
3060 pTM: 0.670
4194 pTM: 0.885
4259 pTM: 0.741
0094 pTM: 0.836
0764 pTM: 0.499
0768 pTM: 0.573
2188 pTM: 0.471
2639 pTM: 0.730
2680 pTM: 0.789
3216 pTM: 0.866
4349 pTM: 0.146
1914 pTM: 0.797
2172 pTM: 0.851
2191 pTM: 0.533
2929 pTM: 0.405
3102 pTM: 0.814
3365 pTM: 0.725
3672 pTM: 0.745
3966 pTM: 0.523
4075 pTM: 0.623
0463 pTM: 0.511
0546 pTM: 0.244
0637 pTM: 0.294
0643 pTM: 0.804
1266 pTM: 0.859
1274 pTM: 0.672
1421 pTM: 0.275
1844 pTM: 0.294
1997 pTM: 0.688
2603 pTM: 0.300
2845 pTM: 0.333
2892 pTM: 0.830
2968 pTM: 0.849
3437 pTM: 0.876
3471 pTM: 0.205
4031 pTM: 0.836
4532 pTM: 0.191
0927 pTM: 0.867
1616 pTM: 0.695
1736 pTM: 0.766
2187 pTM: 0.873
0533 pTM: 0.844
0591 pTM: 0.898
1657 pTM: 0.819
2241 pTM: 0.791
3334 pTM: 0.446
0023 pTM: 0.693
0140 pTM: 0.793
1175 pTM: 0.694
1264 pTM: 0.841
2000 pTM: 0.914
2065 pTM: 0.651
3431 pTM: 0.312
4350 pTM: 0.917
0122 pTM: 0.315
1019 pTM: 0.300
2398 pTM: 0.647
2499 pTM: 0.810
3158 pTM: 0.671
3324 pTM: 0.798
3764 pTM: 0.284
4206 pTM: 0.553
4435 pTM: 0.903
1838 pTM: 0.660
2128 pTM: 0.825
2510 pTM: 0.889
3077 pTM: 0.809
3310 pTM: 0.925
3331 pTM: 0.646
3357 pTM: 0.486
3620 pTM: 0.876
3824 pTM: 0.207
3845 pTM: 0.685
0244 pTM: 0.226
0912 pTM: 0.820
1608 pTM: 0.686
2682 pTM: 0.199
2724 pTM: 0.879
3240 pTM: 0.715
3261 pTM: 0.872
3464 pTM: 0.837
0194 pTM: 0.840
0490 pTM: 0.281
1613 pTM: 0.466
2103 pTM: 0.549
2255 pTM: 0.857
2755 pTM: 0.596
3207 pTM: 0.767
3570 pTM: 0.699
3814 pTM: 0.602
4074 pTM: 0.662
4091 pTM: 0.784
4383 pTM: 0.730
0153 pTM: 0.861
0641 pTM: 0.746
1747 pTM: 0.462
2532 pTM: 0.472
2554 pTM: 0.661
2604 pTM: 0.828
2848 pTM: 0.698
3685 pTM: 0.260
3960 pTM: 0.435
4165 pTM: 0.614
4482 pTM: 0.195
0099 pTM: 0.695
0495 pTM: 0.884
1341 pTM: 0.197
1403 pTM: 0.887
1771 pTM: 0.775
3076 pTM: 0.855
3101 pTM: 0.824
3438 pTM: 0.876
3975 pTM: 0.316
4388 pTM: 0.745
4541 pTM: 0.508
0160 pTM: 0.719
0305 pTM: 0.871
0545 pTM: 0.635
0994 pTM: 0.682
1182 pTM: 0.573
1828 pTM: 0.679
2126 pTM: 0.813
2171 pTM: 0.875
2192 pTM: 0.841
2491 pTM: 0.716
2548 pTM: 0.483
2807 pTM: 0.186
2966 pTM: 0.890
4069 pTM: 0.682
0622 pTM: 0.728
0984 pTM: 0.840
1303 pTM: 0.665
1402 pTM: 0.811
1563 pTM: 0.703
3241 pTM: 0.360
1460 pTM: 0.750
1905 pTM: 0.746
2166 pTM: 0.841
3021 pTM: 0.704
3706 pTM: 0.843
3779 pTM: 0.525
4086 pTM: 0.878
0173 pTM: 0.543
0469 pTM: 0.824
1418 pTM: 0.888
1796 pTM: 0.719
2303 pTM: 0.854
3734 pTM: 0.551
3823 pTM: 0.891
3912 pTM: 0.288
0494 pTM: 0.828
0538 pTM: 0.761
1247 pTM: 0.711
2348 pTM: 0.887
0580 pTM: 0.859
1143 pTM: 0.810
1413 pTM: 0.860
1568 pTM: 0.256
2658 pTM: 0.771
2790 pTM: 0.844
0190 pTM: 0.898
0508 pTM: 0.220
1564 pTM: 0.789
1803 pTM: 0.395
2310 pTM: 0.267
2679 pTM: 0.800
3018 pTM: 0.910
4016 pTM: 0.723
4099 pTM: 0.697
0741 pTM: 0.330
1030 pTM: 0.900
1313 pTM: 0.772
1501 pTM: 0.503
1629 pTM: 0.807
1672 pTM: 0.167
2121 pTM: 0.910
2268 pTM: 0.814
2728 pTM: 0.606
2763 pTM: 0.305
3197 pTM: 0.814
3576 pTM: 0.610
3608 pTM: 0.875
3923 pTM: 0.737
4095 pTM: 0.869
0272 pTM: 0.184
0537 pTM: 0.631
0630 pTM: 0.219
0644 pTM: 0.482
0763 pTM: 0.692
0989 pTM: 0.738
1133 pTM: 0.217
1344 pTM: 0.720
1445 pTM: 0.896
1595 pTM: 0.725
1617 pTM: 0.725
1732 pTM: 0.419
1877 pTM: 0.739
1930 pTM: 0.724
2424 pTM: 0.738
2671 pTM: 0.732
2824 pTM: 0.738
3089 pTM: 0.739
3317 pTM: 0.312
3572 pTM: 0.714
3665 pTM: 0.734
3781 pTM: 0.676
3798 pTM: 0.696
4289 pTM: 0.733
0817 pTM: 0.916
0818 pTM: 0.517
0995 pTM: 0.560
1132 pTM: 0.748
2584 pTM: 0.653
3178 pTM: 0.906
3556 pTM: 0.914
3630 pTM: 0.784
3703 pTM: 0.541
3740 pTM: 0.860
4008 pTM: 0.467
4083 pTM: 0.856
4276 pTM: 0.721
4370 pTM: 0.543
0040 pTM: 0.692
0149 pTM: 0.260
0606 pTM: 0.486
0649 pTM: 0.277
0836 pTM: 0.520
0947 pTM: 0.528
0991 pTM: 0.464
1641 pTM: 0.759
2220 pTM: 0.712
3192 pTM: 0.253
3868 pTM: 0.798
4390 pTM: 0.270
0011 pTM: 0.865
0080 pTM: 0.225
0203 pTM: 0.573
0205 pTM: 0.564
0332 pTM: 0.293
0530 pTM: 0.425
0617 pTM: 0.877
0736 pTM: 0.292
1222 pTM: 0.928
2116 pTM: 0.323
2332 pTM: 0.768
2437 pTM: 0.839
2613 pTM: 0.764
2850 pTM: 0.633
3118 pTM: 0.860
3123 pTM: 0.782
4298 pTM: 0.486
0276 pTM: 0.662
0499 pTM: 0.838
0634 pTM: 0.627
0650 pTM: 0.909
0710 pTM: 0.746
0756 pTM: 0.336
1080 pTM: 0.252
1327 pTM: 0.886
1328 pTM: 0.700
1597 pTM: 0.760
2230 pTM: 0.798
3133 pTM: 0.853
3185 pTM: 0.625
3386 pTM: 0.702
4243 pTM: 0.775
4273 pTM: 0.456
0218 pTM: 0.360
0576 pTM: 0.900
0690 pTM: 0.808
0908 pTM: 0.206
1748 pTM: 0.763
2289 pTM: 0.811
2547 pTM: 0.645
3498 pTM: 0.726
0030 pTM: 0.765
1242 pTM: 0.891
1766 pTM: 0.514
1846 pTM: 0.698
1994 pTM: 0.872
2533 pTM: 0.379
3182 pTM: 0.911
3462 pTM: 0.694
0106 pTM: 0.907
0815 pTM: 0.858
0850 pTM: 0.869
1331 pTM: 0.690
2124 pTM: 0.454
2162 pTM: 0.849
2657 pTM: 0.265
2814 pTM: 0.883
4246 pTM: 0.587
4325 pTM: 0.350
4452 pTM: 0.724
1126 pTM: 0.847
1424 pTM: 0.392
1553 pTM: 0.390
2667 pTM: 0.858
2726 pTM: 0.821
0543 pTM: 0.809
0552 pTM: 0.370
1359 pTM: 0.463
2476 pTM: 0.301
2700 pTM: 0.794
3771 pTM: 0.207
0555 pTM: 0.399
1988 pTM: 0.720
3727 pTM: 0.336
0357 pTM: 0.859
0414 pTM: 0.396
0550 pTM: 0.878
0719 pTM: 0.185
0775 pTM: 0.886
1593 pTM: 0.299
0208 pTM: 0.861
0903 pTM: 0.559
1066 pTM: 0.936
1800 pTM: 0.875
1850 pTM: 0.794
2119 pTM: 0.230
2379 pTM: 0.401
2612 pTM: 0.791
3052 pTM: 0.221
3202 pTM: 0.882
3263 pTM: 0.913
3277 pTM: 0.858
3406 pTM: 0.470
3711 pTM: 0.240
3756 pTM: 0.902
3844 pTM: 0.740
0093 pTM: 0.786
0146 pTM: 0.452
0638 pTM: 0.727
1046 pTM: 0.845
1190 pTM: 0.432
1434 pTM: 0.549
1500 pTM: 0.664
1573 pTM: 0.813
3212 pTM: 0.654
4033 pTM: 0.873
4540 pTM: 0.800
0021 pTM: 0.910
0335 pTM: 0.818
1012 pTM: 0.727
1615 pTM: 0.199
3589 pTM: 0.686
3678 pTM: 0.898
3928 pTM: 0.165
4109 pTM: 0.682
0387 pTM: 0.427
0604 pTM: 0.563
1442 pTM: 0.865
1788 pTM: 0.581
1848 pTM: 0.775
2062 pTM: 0.286
2302 pTM: 0.742
2367 pTM: 0.859
0150 pTM: 0.383
0526 pTM: 0.471
0648 pTM: 0.352
1642 pTM: 0.660
1996 pTM: 0.728
2026 pTM: 0.659
2638 pTM: 0.566
3590 pTM: 0.745
3646 pTM: 0.569
3765 pTM: 0.890
0382 pTM: 0.600
0488 pTM: 0.532
0902 pTM: 0.890
1016 pTM: 0.844
1023 pTM: 0.496
1191 pTM: 0.220
2090 pTM: 0.845
2214 pTM: 0.255
2594 pTM: 0.445
2651 pTM: 0.210
2764 pTM: 0.320
3137 pTM: 0.721
3227 pTM: 0.441
3269 pTM: 0.286
3397 pTM: 0.261
3463 pTM: 0.827
3777 pTM: 0.545
3803 pTM: 0.657
4057 pTM: 0.802
0390 pTM: 0.284
1057 pTM: 0.854
1686 pTM: 0.271
2055 pTM: 0.832
2640 pTM: 0.692
3602 pTM: 0.842
4035 pTM: 0.827
4260 pTM: 0.575
0985 pTM: 0.761
2412 pTM: 0.770
2834 pTM: 0.899
4098 pTM: 0.815
0745 pTM: 0.907
1142 pTM: 0.907
1385 pTM: 0.373
1395 pTM: 0.903
1432 pTM: 0.881
2204 pTM: 0.677
2364 pTM: 0.795
2552 pTM: 0.771
2872 pTM: 0.801
3488 pTM: 0.871
4371 pTM: 0.764
4492 pTM: 0.850
4543 pTM: 0.343
0047 pTM: 0.875
1397 pTM: 0.857
1727 pTM: 0.775
3642 pTM: 0.631
3753 pTM: 0.654
4291 pTM: 0.704
0128 pTM: 0.721
0142 pTM: 0.690
0830 pTM: 0.777
0891 pTM: 0.857
1618 pTM: 0.665
1955 pTM: 0.388
2819 pTM: 0.849
4023 pTM: 0.689
